QTY_UOM,Description,Title,Url,ImageURL,UPC,Length,MFGPart,TesscoSKU,InStock_OutOfStock,Manufacturer,Price,ListPrice,CategoryTopology
1 EACH,"TIMES Right Angle N male connector for LMR-195, RG142, RG58.  Solder center conductor, crimp on braid.",RA N Male No Braid Trim Connector for LMR-195,https://www.tessco.com/product/282299,https://avalanche.tessco.com/productimages/450x450/5463866%2Ejpg,646444274128,,TC-195-NMH-RA-D,282299,InStock,Times Microwave Systems, $10.16, $13.25,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >Connectors & Adapters for Braided Coax >N Connectors >SKU #282299"
1 EACH,COMMSCOPE L4A-NMDM-40-P-SGW 40' LDF4-50A Jumper with N-Male to 7/16 DIN Male Straight Connectors. SureGuard Weatherproofing,"40' LDF4-50A N-Male to 7/16 DIN Male, Sureguard",https://www.tessco.com/product/256764,https://avalanche.tessco.com/productimages/450x450/5453310%2Ejpg,646444764605,,L4A-NMDM-40-P-SGW,256764,InStock,CommScope, $176.11, $236.11,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >Jumper Assemblies >Jumper Assemblies-Foam Cables >SKU #256764"
1 EACH,"COMMSCOPE 35422-23 Heat Treated LDF2-50, HELIAX® Low Density Foam Coaxial Cable, corrugated copper, 3/8 in, black PE jacket","Heat Treated LDF2-50, HELIAX Coaxial Cable",https://www.tessco.com/product/295548,https://avalanche.tessco.com/productimages/450x450/5373666%2Ejpg,729198724788,,35422-23,295548,InStock,CommScope, $2.03, $3.42,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >Foam Coaxial Cable >3/8"" Foam Cable >SKU #295548"
100 PACK,"TIMES MICROWAVE TC-SPP250-4310FLP 4.3/10 Female solder-on pin, induction-solder (not for field installation).","4.3/10 Female solder-on pin, induction-solder",https://www.tessco.com/product/254668,https://avalanche.tessco.com/productimages/450x450/5079729%2Ejpg,646444792516,,TC-SPP250-4310FLP,254668,InStock,Times Microwave Systems, $1, $1,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >Connectors & Adapters for Braided Coax >7/16 DIN Connectors >SKU #254668"
1 EACH,12' TWS-400 NM-NM,12' TWS-400 NM-NM COAX JUMPER,https://www.tessco.com/product/259142,https://avalanche.tessco.com/productimages/450x450/5594866%2Ejpg,646444765046,,VNV12-TWS400NMNM,259142,InStock,Ventev, $20.16, $34.00,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >50 Ohm Braided Coax Cable >400 Series Cable >SKU #259142"
1000 FOOT,"BELDEN 7732A 8771000 RG-11/U Plenum Cable, 14AWG solid solid .064"" bare copper conductor, foam FEP insulation, Duofoil + tinned braid shield, natural color jacket.",1000' RG11/U Plenum Cable - Natural Color Jacket,https://www.tessco.com/product/291502,https://avalanche.tessco.com/productimages/450x450/4920016%2Ejpg,646444121088,,7732A 8771000,291502,InStock,Belden, $2, $8,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >75 Ohm Braided Coax Cable >RG-11 Cables >SKU #291502"
1 EACH,TIMES MICROWAVE 4.3/10-Male (plug) crimp connector (non-solder pin) for LMR 240 Cable,4.3/10-Male crimp connectorfor LMR 240 cable,https://www.tessco.com/product/290022,https://avalanche.tessco.com/productimages/450x450/5513278%2Ejpg,3190-6386,,EZ-240-4310M-X,290022,InStock,Times Microwave Systems, $12.95, $18.00,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >Connectors & Adapters for Braided Coax >7/16 DIN Connectors >SKU #290022"
500 FOOT,"The Belden 9913-500 RG8/U coaxial cable (black) is low loss with an ""air"" dielectric. This 50 Ohm coax cable has a solid center conductor and a semi-solid polyethylene dielectric. A 100 percent shield coverage prevents loss.",Belden 9913 RG8/U-Coax Cable - 500ft,https://www.tessco.com/product/24460,https://avalanche.tessco.com/productimages/450x450/12944%2Ejpg,612825261650,,9913-500,24460,InStock,Belden, $427.48, $862.00,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >50 Ohm Braided Coax Cable >RG-8 Cable >SKU #24460"
500 FOOT,The Belden 9201-500 RG58/U coaxial cable has a 78 percent shield coverage and 66 percent velocity of propagation. This 53.5 Ohm braided coax cable has a solid center conductor and polyethylene dielectric. ,RG58/U Coaxial Cable - 500ft,https://www.tessco.com/product/29781,https://avalanche.tessco.com/productimages/450x450/17652%2Ejpg,612825225218,,9201-500,29781,InStock,Belden, $244.48, $257.10,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >50 Ohm Braided Coax Cable >RG-58 Cable >SKU #29781"
1 EACH,COMMSCOPE L4A-NMDM-8-P-SGW 8' LDF4-50A Jumper with N-Male to 7/16 DIN Male Straight Connectors. SureGuard Weatherproofing,"8' LDF4-50A N-Male to 7/16 DIN Male, Sureguard",https://www.tessco.com/product/243319,https://avalanche.tessco.com/productimages/450x450/5453295%2Ejpg,646444764353,,L4A-NMDM-8-P-SGW,243319,InStock,CommScope, $96.09, $129.07,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >Jumper Assemblies >Jumper Assemblies-Foam Cables >SKU #243319"
1 FOOT,"The Times Microwave LMR-400-LLPX plenum-rated low loss coaxial cable with Red CATV-P rated jacket is an indoor, fire-retardant cable specifically designed for use in return air handling plenums. This 50 Ohm coax cable has a stranded outer conductor and bare copper center conductor. A 100 percent coverage foil, and 90 percent coverage braided shield prevents loss. It has a UL/NEC & CSA rating of 'CMP' and 'FT6' respectively. ","3/8"" LMR400 Plenum Cable",https://www.tessco.com/product/252240,https://avalanche.tessco.com/productimages/450x450/5433952%2Ejpg,646444454865,,LMR-400-LLPX,252240,InStock,Times Microwave Systems, $5.03, $6.63,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >50 Ohm Braided Coax Cable >400 Series Cable >SKU #252240"
3000 FOOT,"COMMSCOPE AL4RPV-50R-3000 Heliax Plenum Air Dielectric Coaxial Cable, corrugated aluminum, 1/2 in, Red PVDF Jacket1/2 inch plenum-rated coaxial cable features an air dielectric.","Heliax Plenum Air Dielectric Coaxial Cable, 1/2""",https://www.tessco.com/product/246146,https://avalanche.tessco.com/productimages/450x450/5542034%2Ejpg,646444496896,,AL4RPV-50R-3000,246146,InStock,CommScope, $5, $8,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >Air Coaxial Cable >1/2"" Air Cable >SKU #246146"
1 FOOT,"TIMES MICROWAVE LMR1200 cable. 7/8"" O.D. 50 ohms. Tubular bare copper ctr., PTFE tape wrap dielectric. 90% copper braid. 12"" bend radius.  PLENUM RATED. UL/NEC & CSA rating of 'CMP' and 'FT6'. The new LLPX has an extended temp range (-40C to 125C), higher power handling, advanced chemical and UV resistance, and compliance of a red jacket for public safety and in-building applications","7/8"" LMR1200 Plenum Cable",https://www.tessco.com/product/294528,https://avalanche.tessco.com/productimages/450x450/5434013%2Ejpg,646444454995,,LMR-1200-LLPX,294528,InStock,Times Microwave Systems, $38.68, $48.75,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >50 Ohm Braided Coax Cable >1200 Series Cable >SKU #294528"
1 FOOT,"SOUTHWIRE 56981901 TelcoFlex II Central Office Power Cable, 4 AWG, Single Conductor, Class 1 Flexible Strand Without Braid, LSZH, 600 Volts, Gray","TelcoFlex II Power Cable, #4 AWG, Class 1, Gray",https://www.tessco.com/product/241558,https://avalanche.tessco.com/productimages/450x450/5484258%2Ejpg,646444454988,,56981901,241558,InStock,Southwire TelcoFlex, $2.24, $4.53,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >Power Cable >Bulk Power Cable >SKU #241558"
1 EACH,"CommScope 400BPTR-C TNC male right angle connector for CNT-400 ConQuest braided cable. 6 GHz, 50 ohm, 0.05 dB insertion loss. Trimetal plated outer contact, gold plated inner contact. Clamp outer contact attachment. Captivated inner contact attachment.",TNC Male Right Angle for CNT-400 Braided Cable,https://www.tessco.com/product/241771,https://avalanche.tessco.com/productimages/450x450/4978075%2Ejpg,400BPTR-C,,400BPTR-C,241771,InStock,CommScope, $17.33, $25.98,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >Connectors & Adapters for Braided Coax >TNC Connectors >SKU #241771"
1 FOOT,"The Times Microwave LMR-400-RR-DB direct burial low loss coaxial cable contains a weatherproofing compound around the foil and braid for continuous performance even if cable has sustained damaged. The 3/8 inch, 50 Ohm coax cable has a stranded outer conductor and a bare copper center conductor. This braided coax cable has a 100 percent foil and 88 percent braided shield.","3/8"" LMR-400-RR-DB Waterproof Rodent Repellant",https://www.tessco.com/product/283115,https://avalanche.tessco.com/productimages/450x450/5231944%2Ejpg,729198721916,,LMR-400-RR-DB,283115,Out of Stock,Times Microwave Systems, $1.28, $1.95,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >50 Ohm Braided Coax Cable >400 Series Cable >SKU #283115"
1 EACH,COMMSCOPE L4A-NMDM-30-P-SGW 30' LDF4-50A Jumper with N-Male to 7/16 DIN Male Straight Connectors. SureGuard Weatherproofing,"30' LDF4-50A N-Male to 7/16 DIN Male, Sureguard",https://www.tessco.com/product/242014,https://avalanche.tessco.com/productimages/450x450/5453308%2Ejpg,646444764643,,L4A-NMDM-30-P-SGW,242014,InStock,CommScope, $130.19, $174.56,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >Jumper Assemblies >Jumper Assemblies-Foam Cables >SKU #242014"
1 EACH,"RF INDUSTRIES N male connector for RG58/U, RG58A/U, RG141 and Ultralink cable. Nickel plated body, gold pin. Crimp center pin, crimp on braid.",N Male Crimp-RG58/RG141,https://www.tessco.com/product/24656,https://avalanche.tessco.com/productimages/450x450/13242%2Ejpg,RFN-1005-2N,,RFN-1005-2N,24656,InStock,RF Industries, $3.57, $6.69,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >Connectors & Adapters for Braided Coax >N Connectors >SKU #24656"
1 EACH,COMMSCOPE L4A-NMDM-6-P-SGW 6' LDF4-50A Jumper with N-Male to 7/16 DIN Male Straight Connectors. SureGuard Weatherproofing,"6' LDF4-50A N-Male to 7/16 DIN Male, Sureguard",https://www.tessco.com/product/232463,https://avalanche.tessco.com/productimages/450x450/5453177%2Ejpg,646444764315,,L4A-NMDM-6-P-SGW,232463,InStock,CommScope, $91.48, $122.93,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >Jumper Assemblies >Jumper Assemblies-Foam Cables >SKU #232463"
1 FOOT,"The Times Microwave LMR-400-LLPX plenum-rated low loss coaxial cable with Red CATV-P rated jacket is an indoor, fire-retardant cable specifically designed for use in return air handling plenums. This 50 Ohm coax cable has a stranded outer conductor and bare copper center conductor. A 100 percent coverage foil, and 90 percent coverage braided shield prevents loss. It has a UL/NEC & CSA rating of 'CMP' and 'FT6' respectively. ","3/8"" LMR400 Plenum Cable",https://www.tessco.com/product/252240,https://avalanche.tessco.com/productimages/450x450/5433952%2Ejpg,646444454865,,LMR-400-LLPX,252240,InStock,Times Microwave Systems, $5.03, $6.63,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >50 Ohm Braided Coax Cable >400 Series Cable >SKU #252240"
1 EACH,COMMSCOPE L4A-NMDM-25-P-SGW 25' LDF4-50A Jumper with N-Male to 7/16 DIN Male Straight Connectors. SureGuard Weatherproofing,"25' LDF4-50A N-Male to 7/16 DIN Male, Sureguard",https://www.tessco.com/product/233460,https://avalanche.tessco.com/productimages/450x450/5453307%2Ejpg,646444764681,,L4A-NMDM-25-P-SGW,233460,InStock,CommScope, $129.82, $174.14,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >Jumper Assemblies >Jumper Assemblies-Foam Cables >SKU #233460"
1 EACH,"COMMSCOPE LS2-HMHM-3-D D-CLASS LSF2-50 SureFlex® Jumper with interface types 4.3-10 Male and 4.3-10 Male, 3 ft",3' D-CLASS LSF2-50 SureFlex® Jumper,https://www.tessco.com/product/245884,https://avalanche.tessco.com/productimages/450x450/5516594%2Ejpg,LS2-HMHM-3-D,,LS2-HMHM-3-D,245884,Out of Stock,CommScope, $45.02, $69.19,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >Jumper Assemblies >50 Ohm Braided Assemblies >SKU #245884"
100 PACK,"TIMES MICROWAVE TC-SPP250-4310FLP 4.3/10 Female solder-on pin, induction-solder (not for field installation).","4.3/10 Female solder-on pin, induction-solder",https://www.tessco.com/product/254668,https://avalanche.tessco.com/productimages/450x450/5079729%2Ejpg,646444792516,,TC-SPP250-4310FLP,254668,InStock,Times Microwave Systems, $1, $1,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >Connectors & Adapters for Braided Coax >7/16 DIN Connectors >SKU #254668"
500 FOOT,"The Belden 9251-500 RG8A/U coaxial cable meets MIL-C-17D specifications. The 3/8 inch, 52 Ohm coax cable has a stranded center conductor and a poly dielectric. There is 97 percent shield coverage for low loss. ",Belden 9251 RG8A/U Coax Cable - 500ft,https://www.tessco.com/product/21725,https://avalanche.tessco.com/productimages/450x450/14601%2Ejpg,612825225775,,9251-500,21725,InStock,Belden, $987.89, $1,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >50 Ohm Braided Coax Cable >RG-8 Cable >SKU #21725"
1 EACH,COMMSCOPE L4A-NMDM-40-P-SGW 40' LDF4-50A Jumper with N-Male to 7/16 DIN Male Straight Connectors. SureGuard Weatherproofing,"40' LDF4-50A N-Male to 7/16 DIN Male, Sureguard",https://www.tessco.com/product/256764,https://avalanche.tessco.com/productimages/450x450/5453310%2Ejpg,646444764605,,L4A-NMDM-40-P-SGW,256764,InStock,CommScope, $176.11, $236.11,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >Jumper Assemblies >Jumper Assemblies-Foam Cables >SKU #256764"
3000 FOOT,"COMMSCOPE AL4RPV-50R-3000 Heliax Plenum Air Dielectric Coaxial Cable, corrugated aluminum, 1/2 in, Red PVDF Jacket1/2 inch plenum-rated coaxial cable features an air dielectric.","Heliax Plenum Air Dielectric Coaxial Cable, 1/2""",https://www.tessco.com/product/246146,https://avalanche.tessco.com/productimages/450x450/5542034%2Ejpg,646444496896,,AL4RPV-50R-3000,246146,InStock,CommScope, $5, $8,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >Air Coaxial Cable >1/2"" Air Cable >SKU #246146"
1 EACH,12' TWS-400 NM-NM,12' TWS-400 NM-NM COAX JUMPER,https://www.tessco.com/product/259142,https://avalanche.tessco.com/productimages/450x450/5594866%2Ejpg,646444765046,,VNV12-TWS400NMNM,259142,InStock,Ventev, $20.16, $34.00,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >50 Ohm Braided Coax Cable >400 Series Cable >SKU #259142"
500 FOOT,The Belden 9201-500 RG58/U coaxial cable has a 78 percent shield coverage and 66 percent velocity of propagation. This 53.5 Ohm braided coax cable has a solid center conductor and polyethylene dielectric. ,RG58/U Coaxial Cable - 500ft,https://www.tessco.com/product/29781,https://avalanche.tessco.com/productimages/450x450/17652%2Ejpg,612825225218,,9201-500,29781,InStock,Belden, $244.48, $257.10,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >50 Ohm Braided Coax Cable >RG-58 Cable >SKU #29781"
1 FOOT,"TIMES MICROWAVE LMR1200 cable. 7/8"" O.D. 50 ohms. Tubular bare copper ctr., PTFE tape wrap dielectric. 90% copper braid. 12"" bend radius.  PLENUM RATED. UL/NEC & CSA rating of 'CMP' and 'FT6'. The new LLPX has an extended temp range (-40C to 125C), higher power handling, advanced chemical and UV resistance, and compliance of a red jacket for public safety and in-building applications","7/8"" LMR1200 Plenum Cable",https://www.tessco.com/product/294528,https://avalanche.tessco.com/productimages/450x450/5434013%2Ejpg,646444454995,,LMR-1200-LLPX,294528,InStock,Times Microwave Systems, $38.68, $48.75,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >50 Ohm Braided Coax Cable >1200 Series Cable >SKU #294528"
1 EACH,"COMMSCOPE 35422-23 Heat Treated LDF2-50, HELIAX® Low Density Foam Coaxial Cable, corrugated copper, 3/8 in, black PE jacket","Heat Treated LDF2-50, HELIAX Coaxial Cable",https://www.tessco.com/product/295548,https://avalanche.tessco.com/productimages/450x450/5373666%2Ejpg,729198724788,,35422-23,295548,InStock,CommScope, $2.03, $3.42,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >Foam Coaxial Cable >3/8"" Foam Cable >SKU #295548"
1 FOOT,"The Times Microwave LMR-400-RR-DB direct burial low loss coaxial cable contains a weatherproofing compound around the foil and braid for continuous performance even if cable has sustained damaged. The 3/8 inch, 50 Ohm coax cable has a stranded outer conductor and a bare copper center conductor. This braided coax cable has a 100 percent foil and 88 percent braided shield.","3/8"" LMR-400-RR-DB Waterproof Rodent Repellant",https://www.tessco.com/product/283115,https://avalanche.tessco.com/productimages/450x450/5231944%2Ejpg,729198721916,,LMR-400-RR-DB,283115,Out of Stock,Times Microwave Systems, $1.28, $1.95,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >50 Ohm Braided Coax Cable >400 Series Cable >SKU #283115"
1000 FOOT,"BELDEN 7732A 8771000 RG-11/U Plenum Cable, 14AWG solid solid .064"" bare copper conductor, foam FEP insulation, Duofoil + tinned braid shield, natural color jacket.",1000' RG11/U Plenum Cable - Natural Color Jacket,https://www.tessco.com/product/291502,https://avalanche.tessco.com/productimages/450x450/4920016%2Ejpg,646444121088,,7732A 8771000,291502,InStock,Belden, $2, $8,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >75 Ohm Braided Coax Cable >RG-11 Cables >SKU #291502"
1 EACH,TIMES MICROWAVE 4.3/10-Male (plug) crimp connector (non-solder pin) for LMR 240 Cable,4.3/10-Male crimp connectorfor LMR 240 cable,https://www.tessco.com/product/290022,https://avalanche.tessco.com/productimages/450x450/5513278%2Ejpg,3190-6386,,EZ-240-4310M-X,290022,InStock,Times Microwave Systems, $12.95, $18.00,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >Connectors & Adapters for Braided Coax >7/16 DIN Connectors >SKU #290022"
1000 FOOT,"BELDEN 20 AWG RG59 Plenum cable  with Solid .032"" barecopper conductor , 95% bare copper braid,  Flammarest jacket.","RG59, Plenum-CMP, 20 AWG solid bare copper cable",https://www.tessco.com/product/241114,https://avalanche.tessco.com/productimages/450x450/5155506%2Ejpg,646444942348,,643948 877U1000 ,241114,InStock,Belden, $402.54, $442.50,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >75 Ohm Braided Coax Cable >RG-59 Cable >SKU #241114"
1 EACH,COMMSCOPE 10805-12 Type N Female to UHF Male Adapter with Straight Body Style and Nickel Outer Contact Plating,Type N Female to UHF Male Adapter,https://www.tessco.com/product/249715,https://avalanche.tessco.com/productimages/450x450/5505178%2Ejpg,10805-12,,10805-12,249715,InStock,CommScope, $47.55, $32.34,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >Connectors & Adapters for Braided Coax >Interseries Adapters >SKU #249715"
